url,appellation,verbaleDating,processedDating,addressState,addressLocality,addressZip,addressStreet,wikishootme,locationLng,locationLat,ID
https://www.deckenmalerei.eu/a337946e-f2bf-48ea-b711-2607b527e1e2,"Wolfenbüttel, ehem. Voigt-Rhetzsches Haus",1425-1735,,Niedersachsen,Wolfenbüttel,,,https://wikishootme.toolforge.org/#lat=52.162244724789815&lng=10.538785481853413&zoom=18,10.538785481853413,52.162244724789815,a337946e-f2bf-48ea-b711-2607b527e1e2
https://www.deckenmalerei.eu/1aaf1591-48f0-4d56-ba8e-44788e4d5bee,"Rammertshofen, Filialkirche Inventio Crucis","15. Jh., 1715/29",,Bayern,Egenhofen,82281,,https://wikishootme.toolforge.org/#lat=48.22650242109718&lng=11.19251535925741&zoom=18,11.19251535925741,48.22650242109718,1aaf1591-48f0-4d56-ba8e-44788e4d5bee
https://www.deckenmalerei.eu/2a2b8d2c-f868-4bed-9b48-90bcd5a02c9d,"Stralsund, Johanniskirchhof 5",um 1648,1648,Mecklenburg-Vorpommern,Stralsund,18439,Am Johanniskloster 5,https://wikishootme.toolforge.org/#lat=54.3174648&lng=13.0905199&zoom=18,13.0905199,54.3174648,2a2b8d2c-f868-4bed-9b48-90bcd5a02c9d
https://www.deckenmalerei.eu/dc5e94a8-5702-475c-bf46-9e96b0fcbaff,"Untereglfing, Filialkirche Mariä Himmelfahrt","mittelalterlich, 17.-18. Jahrhundert",,Bayern,Eglfing,82436,Talstraße 16,https://wikishootme.toolforge.org/#lat=47.7302530738055&lng=11.17681335013488&zoom=18,11.17681335013488,47.7302530738055,dc5e94a8-5702-475c-bf46-9e96b0fcbaff
https://www.deckenmalerei.eu/ab20d2e3-4fa1-4655-b029-00da0ff4c600,"Potsdam, Lordmarschallhaus","1764, 2009",,Brandenburg,Potsdam,14471,Lennestraße 9,https://wikishootme.toolforge.org/#lat=52.39865349999999&lng=13.0391263&zoom=18,13.0391263,52.39865349999999,ab20d2e3-4fa1-4655-b029-00da0ff4c600
https://www.deckenmalerei.eu/050a655a-7da4-401c-85d3-15f4febe811d,"Hamburg, ehem. Haus Katharinenstraße 9","1630-1640, 1710-1720",,Hamburg,Hamburg,20457,Katharinenstraße 9,https://wikishootme.toolforge.org/#lat=53.54575187832854&lng=9.99195850394672&zoom=18,9.99195850394672,53.54575187832854,050a655a-7da4-401c-85d3-15f4febe811d
https://www.deckenmalerei.eu/1f08aeaf-4e46-40bb-967c-d879cd2b3780,"Flensburg, ehem. Haus Große Straße 41",,,Schleswig-Holstein,Flensburg,24937,Große Straße 41,https://wikishootme.toolforge.org/#lat=54.787571933480166&lng=9.43270150412467&zoom=18,9.43270150412467,54.787571933480166,1f08aeaf-4e46-40bb-967c-d879cd2b3780
https://www.deckenmalerei.eu/a432973c-48b3-46dd-8e80-f06ae066a10f,"Esslingen, Haus Schloßberger, Webergasse 12","um 1540, um 1600, um 1700",,Baden-Württemberg,Esslingen am Neckar,73728,Webergasse 12,https://wikishootme.toolforge.org/#lat=48.742723232977745&lng=9.309673856943641&zoom=18,9.309673856943641,48.742723232977745,a432973c-48b3-46dd-8e80-f06ae066a10f
https://www.deckenmalerei.eu/581d0548-a5c7-4aad-b51f-521414ac5a00,"Greifswald, Lange Straße 49",um  1740,1740,Mecklenburg-Vorpommern,Greifswald,17489,Lange Straße 49,https://wikishootme.toolforge.org/#lat=54.09586757670223&lng=13.376020937450715&zoom=18,13.376020937450715,54.09586757670223,581d0548-a5c7-4aad-b51f-521414ac5a00
https://www.deckenmalerei.eu/f82d63be-b17d-4074-868b-517f18c46156,"Zittau, Heffter-Bau des ehem. Franziskanerklosters",1652–58,,Sachsen,Zittau,02763,Klosterplatz 5,https://wikishootme.toolforge.org/#lat=50.897658&lng=14.8076&zoom=18,14.8076,50.897658,f82d63be-b17d-4074-868b-517f18c46156
